value_en	description_en	codesystem	code	description_code
Malawian	Malawian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0540	Malawian
Malian	Malian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0541	Malian
Mozambican	Mozambican	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0542	Mozambican
Nigerien	Nigerien	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0543	Nigerien
Nigerian	Nigerian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0544	Nigerian
Rwandan	Rwandan	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0545	Rwandan
Swazi	Swazi	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0546	Swazi
Togolese	Togolese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0547	Togolese
Tanzanian	Tanzanian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0548	Tanzanian
Zambian	Zambian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0549	Zambian
Zimbabweian	Zimbabweian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0550	Zimbabweian
genetically homogenous Irish	genetically homogenous Irish	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0551	genetically homogenous Irish
Aboriginal Australian	Aboriginal Australian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0552	Aboriginal Australian
Silk Road founder	Silk Road founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0554	Silk Road founder
Arab Israeli founder	Arab Israeli founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0555	Arab Israeli founder
Cilento	Cilento	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0556	Cilento
Costa Rican founder	Costa Rican founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0557	Costa Rican founder
French Canadian founder	French Canadian founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0558	French Canadian founder
Italian founder	Italian founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0559	Italian founder
Northern Finnish founder	Northern Finnish founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0560	Northern Finnish founder
Romanian founder	Romanian founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0561	Romanian founder
South Tyrolean	South Tyrolean	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0563	South Tyrolean
Vis founder	Vis founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0564	Vis founder
Split founder	Split founder	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0565	Split founder
undefined ancestry population	undefined ancestry population	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0566	undefined ancestry population
Afro-Caribbean	Afro-Caribbean	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0567	Afro-Caribbean
African American	African American	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0568	African American
Talana	Talana	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0569	Talana
Pima Indian	Pima Indian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0570	Pima Indian
Plains American Indian	Plains American Indian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0571	Plains American Indian
Kosraen	Kosraen	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0572	Kosraen
Native Hawaiian	Native Hawaiian	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0573	Native Hawaiian
Pacific Islander	Pacific Islander	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0574	Pacific Islander
Yoruban	Yoruban	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0575	Yoruban
West African	West African	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0576	West African
Dai Chinese	Dai Chinese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0577	Dai Chinese
Hui Chinese	Hui Chinese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0578	Hui Chinese
Jingpo Chinese	Jingpo Chinese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0579	Jingpo Chinese
Malaysian Chinese	Malaysian Chinese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0580	Malaysian Chinese
Uygur Chinese	Uygur Chinese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0581	Uygur Chinese
Tibetan	Tibetan	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0582	Tibetan
Taiwanese Han	Taiwanese Han	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0583	Taiwanese Han
Sri Lankan Sinhalese	Sri Lankan Sinhalese	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0584	Sri Lankan Sinhalese
Tatar	Tatar	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0585	Tatar
Bashkir	Bashkir	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0586	Bashkir
Martu Australian Aboriginal	Martu Australian Aboriginal	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0587	Martu Australian Aboriginal
Jewish Israeli	Jewish Israeli	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0588	Jewish Israeli
Eskimo	Eskimo	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0595	Eskimo
Arab	Arab	HANCESTRO	http://purl.obolibrary.org/obo/HANCESTRO_0596	Arab
NoInformation (NI, nullflavor)	The value is exceptional (missing, omitted, incomplete, improper). No information as to the reason for being an exceptional value is provided. This is the most general exceptional value. It is also the default exceptional value.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NI	NoInformation (NI, nullflavor)
Invalid (INV, nullflavor)	The value as represented in the instance is not a member of the set of permitted data values in the constrained value domain of a variable.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#INV	Invalid (INV, nullflavor)
Derived (DER, nullflavor)	An actual value may exist, but it must be derived from the provided information (usually an EXPR generic data type extension will be used to convey the derivation expression .	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#DER	Derived (DER, nullflavor)
Other (OTH, nullflavor)	The actual value is not a member of the set of permitted data values in the constrained value domain of a variable.The actual value is not a member of the set of permitted data values in the constrained value domain of a variable. (e.g., concept not provided by required code system).	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#OTH	Other (OTH, nullflavor)
Negative infinity (NINF, nullflavor)	Negative infinity of numbers.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NINF	Negative infinity (NINF, nullflavor)
Positive infinity (PINF, nullflavor)	Positive infinity of numbers.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#PINF	Positive infinity (PINF, nullflavor)
Un-encoded (UNC, nullflavor)	The actual value has not yet been encoded within the approved value domain.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#UNC	Un-encoded (UNC, nullflavor)
Masked (MSK, nullflavor)	There is information on this item available but it has not been provided by the sender due to security, privacy or other reasons. There may be an alternate mechanism for gaining access to this information.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#MSK	Masked (MSK, nullflavor)
Not applicable (NA, nullflavor)	Known to have no proper value (e.g., last menstrual period for a male).	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NA	Not applicable (NA, nullflavor)
Unknown (UNK, nullflavor)	A proper value is applicable, but not known.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#UNK	Unknown (UNK, nullflavor)
Asked but unknown (ASKU, nullflavor)	Information was sought but not found (e.g., patient was asked but didn't know)	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#ASKU	Asked but unknown (ASKU, nullflavor)
Temporarily unavailable (NAV, nullflavor)	Information is not available at this time but it is expected that it will be available later.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NAV	Temporarily unavailable (NAV, nullflavor)
Not asked (NASK, nullflavor)	This information has not been sought. (e.g., patient was not asked)	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NASK	Not asked (NASK, nullflavor)
Not available (NAVU, nullflavor)	Information is not available at this time (with no expectation regarding whether it will or will not be available in the future).	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#NAVU	Not available (NAVU, nullflavor)
Sufficient quantity (QS, nullflavor)	The specific quantity is not known, but is known to be non-zero and is not specified because it makes up the bulk of the material. e.g. 'Add 10mg of ingredient X, 50mg of ingredient Y, and sufficient quantity of water to 100mL.' The null flavor would be used to express the quantity of water.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#QS	Sufficient quantity (QS, nullflavor)
Trace (TRC, nullflavor)	The content is greater than zero, but too small to be quantified.	HL7	http://terminology.hl7.org/CodeSystem/v3-NullFlavor#TRC	Trace (TRC, nullflavor)
